标题,年份,类型,媒体类型,个人评分,观影日期,简介,封面,背景图,演员
不良执念清除师,2025,,tv,9,2023/1/1,中二病不良少年蒲一永（曾敬骅饰）与凡事可以用拳头解决绝不用嘴巴的不良妈妈叶宝生（杨谨华饰）在一场意外后，两人相依为命。蒲一永遭遇意外后陷入昏迷，醒来发现自己居然有怪物沟通的超能力，还被“执念化成人形”的怪物们缠上，平凡生活从此改变，跟一线三女警陈楮英（宋芸桦 饰）和医学系高颜值学霸曹光砚（彭千祐 饰），三人误打误撞开始一场打怪之旅，经历一步步的关卡，开启了热血又触动人心的奇幻冒险 。,https://image.tmdb.org/t/p/w500/7rJx1ZG6rGKtT7BGd0nq8bZbPch.jpg,,曾敬骅;杨谨华
网络谜踪,2025,,movie,8.5,2022/8/24,工程师大卫·金（约翰·赵 饰）一直引以为傲的16岁乖女玛戈特突然失踪。前来调查此案的警探怀疑女儿离家出走。不满这一结论的父亲为了寻找真相，独自展开调查。他打开了女儿的笔记本电脑，用社交软件开始寻找破案线索。大卫必须在女儿消失之前，沿着她在虚拟世界的足迹找到她…,https://image.tmdb.org/t/p/w500/6tsvKkKT5Pu9SZ1PAOmOG63PpkE.jpg,,约翰·赵
美食无间,2025,,tv,8,2022/6/23,岳港市第一分隊長朱坡，特立獨行手腳俐落，對偵查細節絕不放過，對美食更是愛不釋口。他所經手的案件中，屢次暗藏集團的犯罪線索，並牽涉一名神祕老練的殺手，讓調查更加難以突破。好不容易擺脫菜鳥學妹吳薇、獨自去...,https://img.wmdb.tv/movie/poster/1699026270774-ga149a.jpg,,王柏杰;傅孟柏
步履不停,2008,,movie,9,2022/3/31,这部抒情而深切动人的影片是当代日本电影大师是枝裕和迄今为止最个人化的作品。影片为纪念其已故母亲而创作，描绘了横山家聚集举行纪念仪式的一天——其背后的深意随剧情推进才逐渐清晰。导演并未着力于强烈的戏剧冲突，而是通过细微的举止与家庭日常（尤其是烹饪）来勾勒一个家族的全部生活，其间贯穿着深藏的遗憾与平凡的欢欣。影片凭借鲜活而令人心碎的表演，以及回归导演早期纪录片风格的温柔自然主义笔触，非凡地刻画了那些将我们紧密相连的羁绊。[标准收藏公司],https://image.tmdb.org/t/p/original/4e9XPdW2u9J9xWBQzA0D9YRsOR4.jpg,,阿部宽
胆小鬼,2022,,tv,9,2022/1/1,剧集讲述了一段跨越十年的沉郁青春往事：少年秦理因父亲抢劫杀人，而成为校园中的众矢之的。转学生黄姝，及其好友王頔、冯雪娇始终坚定地站在他身边，四人建立起了一段珍贵的校园情谊。然而，成长过程中一连串事件的发生，却不断挑战着这段友情，坚守与背叛，他们该如何抉择……,https://image.tmdb.org/t/p/w500/j2O4YU4c1VLARgE7y4ZLQz5tDWL.jpg,,欧豪;王玉雯;周依然
没有工作的一年,2025,,tv,9,2022/1/1,32岁的事业女性何雨，因不满上司灰色操作惨遭“被离职”，一天之内失业又失恋，还被迫跟同名同姓、因不堪996而毅然辞掉工作的22岁躺平青年小雨，住到了同一屋檐下。在没有工作的一年中，两个理念迥异的女孩由起初的势不两立，逐渐变为互相依靠，互相改变。大雨在小雨的带领下，逐渐抛弃打鸡血的生活方式，找到了内心的平静。小雨也在大雨的影响下，重新找回了积极的生活态度，实现自我价值。最终，两人完成了身份的置换，从对方身上领悟到生活和工作的意义。不够“成功”，也可以很幸福。屡战屡败的人生，也怀有希望。,https://image.tmdb.org/t/p/w500/l4gJKzDMS9ZEiNpygg3cEIJphWl.jpg,,李嘉琦;万鹏;翟子路
三悦有了新工作,2025,,tv,9,2022/1/1,剧集从95后年轻人的视角出发，讲述了阴差阳错来到殡仪馆担任化妆师的赵三悦，从新入行时对这份职业怀抱着未知，到感悟生死用心学习遗体化妆的故事。同时，该剧以赵三悦为原点，通过赵三悦的成长视角，刻画了她所见证下往生者的生前身后，折射众生群像。以温暖、治愈的方式，带领观众了解遗体化妆师们那些点燃平凡瞬间的高光时刻，从无常的消逝之中，体悟日常生活的可贵，旨在以生死之事，见人间之情，让观众陪同三悦一起，见生死，见天地，见众生，学会告别，习得人生。,https://image.tmdb.org/t/p/w500/47El4488hchW7W332abpJQYgPTd.jpg,,周依然;梁靖康
大山的女儿,2025,,tv,9,2022/1/1,根据真实事迹创作，讲述黄文秀从乡村走出来，研究生毕业后，放弃到大城市工作的机会，毅然回到家乡，奋战在扶贫一线的动人事迹。,https://image.tmdb.org/t/p/w500/6zxAYvlvrSSh7uMki8SkrqgIiQW.jpg,,杨蓉;刘奕君
开端,2025,,tv,9,2022/1/1,公交车上的乘客们，身份和经历各异，有各自的困境，也有各自对未来生活的期冀，通过他们的经历，可以看到生命的厚重、生存的姿态，感受到生活的意义。肖鹤云（白敬亭饰）和李诗情（赵今麦饰），两个缺少主角光环的普通人经历时间循环、寻找真相的过程中，一次次经历生死挑战，实现自我成长。爆炸的真相隐藏在层层迷雾中，但正义终会来临，正如俩人名字所预示的那般，迎来“晴空一鹤排云上，便引诗情到碧霄”的清朗开阔,https://image.tmdb.org/t/p/w500/k2Tkn1MdarvyMvr7GGvzqqC5xxG.jpg,,白敬亭;赵今麦
初恋那件小事,2021,,tv,9,2021/11/8,夏淼淼，每个班里都会有的毫不起眼的普通女孩，皮肤黝黑、戴着酒瓶底似的近视眼镜，成绩勉勉强强，但活泼开朗的她喜欢为人排忧解难，当遇到同样喜欢为别人考虑问题的梁又年，淼淼的心湖第一次泛起了涟漪。梁又年给了她勇气遵从自己的内心，那份年少时的萌动变成一份前行的动力，一场青春的蜕变如期而至 。,https://image.tmdb.org/t/p/w500/1TC7SEVW2i7XiegAO4i1OUjJ4Nu.jpg,,赖冠霖;赵今麦
无神之地不下雨,2025,,tv,9,2021/8/4,故事背景部分取材于阿美族泛灵神话。在末日最后一场雨落下之前，所有神都将离开，没想到诸神的撤退计划竟被一个平凡的人类女孩打乱。世界走向未知的同时，女孩发现扭转命运的机会，竟系在自己与守护神身上……,https://image.tmdb.org/t/p/w500/Afcn5BIip5nfT7U3dQe94LnrHXg.jpg,,傅孟柏;曾之乔;颜毓麟;柯佳嬿
三块广告牌,2017,,movie,8.5,2021/5/26,本片是奥斯卡奖提名者马丁·麦克唐纳执导的一部黑色喜剧犯罪剧情片。在女儿遇害案悬置数月仍未破获后，米尔德丽德·海斯采取了一项大胆之举：她租下通往小镇路上的三块广告牌，牌上直指当地德高望重的警察局长比尔·威洛比的尖锐标语掀起轩然大波。而当威洛比麾下警员杰森·迪克森——一个沉迷酒精与暴力的不成熟妈宝男——卷入冲突后，米尔德丽德与埃宾镇执法部门之间的对抗愈演愈烈。[福克斯探照灯影业],https://image.tmdb.org/t/p/w342/fQzCvF2R4P9YkPQK7gO9LNLcnlD.jpg,,哈里森
Move to Heaven：我是遗物整理师,2025,,tv,9,2021/5/14,Move to Heaven：我是遗物整理师「有人死去时，我的工作就开始了」每个死亡背后都有一段故事我们将娓娓道来这些不为人知的故事，让它们永远流传现在，让我们协助您展开最后一趟旅程。《Mo...,https://img.wmdb.tv/movie/poster/1622021778629-53afea.jpg,,李帝勋
别想打扰我学习,2025,,tv,8.5,2021/3/10,南向晚（李兰迪 饰）年仅28岁，就已经成为了世界知名企业人事总监，虽然在职场上光鲜亮丽叱咤风云，但实际上，南向晚的内心里充满了对于人生的浓重的焦虑，为了缓解焦虑，她甚至接受起了心理治疗，哪知道一场心理...,https://img.wmdb.tv/movie/poster/1653122640082-d5a6c6.jpg,,李兰迪;赖冠霖
我在他乡挺好的,2025,,tv,9,2021/1/1,《我在他乡挺好的》迁徙的大雁如同每一个在大都会中的异乡人，在呼啸的地铁与拥挤的楼宇为梦想而奔赴，这是属于她们的故事，也是属于我们每一个人的现实。,https://image.tmdb.org/t/p/w500/s3n3f1FGqsuztzanZm2PFi9ZZvI.jpg,,周雨彤;任素汐;孙千
终极笔记,2025,,tv,9,2020/12/10,根据南派三叔原著小说改编的爱奇艺自制剧集《终极笔记》讲述了自云顶天宫事件之后，吴邪刚刚从三叔处得知西沙海底的隐情，以及战国帛书与老九门的恩怨，随即收到了两盘来自张起灵的录像带。为了进一步揭开事情的真相...,https://img.wmdb.tv/movie/poster/1609637305867-2c3ed7.jpg,,曾舜晞
棋魂,2025,,tv,9.5,2020/10/7,小学六年级的小光为了赚些零用钱，跑到爷爷家里寻宝，偶然翻出了一个旧棋盘。接触棋盘的一瞬间，附身于棋盘中的棋士——褚嬴的灵魂进入了小光的体内。后来小光在学校围棋会所结识了少年天才——小亮。为了测试褚嬴的实力，小光贸然与小亮对弈，结果小胜对手。他不知道小亮的身份，误以为褚嬴棋力平平，深为不满。然而小亮却大受打击，失意至极。数日后，小亮再次向小光挑战，虽然他对小光藐视围棋的态度十分气愤，但是无奈再次惨败在棋魂褚嬴手下，从此开始，二人就成了相爱相杀的棋坛宿敌。在褚嬴的指导下，小光进步神速，也逐渐对围棋产生了兴趣，最终在全国大赛上与劲敌小亮一场激战中，褚嬴下了绝妙的一局，但小光竟然看出更高的一着。小光终于在自己的努力、褚嬴的帮助和与小亮的磨练中，可以独立对弈，在自己心中燃起真正的棋魂。,https://image.tmdb.org/t/p/w500/vXSrZHJRVclMNFO9ca1FWcWOvjq.jpg,,胡先煦
我可能不会爱你,2025,,tv,9,2020/9/18,《我可能不会爱你》2011年在台湾播出取得了傲人的收视率，位列2011年台湾偶像剧收视率排行版第一名。程又青（林依晨 饰），百货公司鞋区区长，交过几个男朋友、伤心、伤身又伤情。李大仁（陈柏霖 饰），...,https://img.wmdb.tv/movie/poster/1614077802689-d09914.jpg,,林依晨;陈柏霖
全职高手,2025,,tv,8.5,2020/8/5,网游荣耀中被誉为教科书级别的顶尖高手叶修，因为种种原因遭到俱乐部的驱逐，离开职业圈的他被兴欣网吧老板娘陈果收留，入职成为一个值夜班的网管。拥有十年游戏经验的叶修，并不打算放弃他所钟爱的“荣耀”，叶修重启ID账号“君莫笑”，手持一把未完成的自制武器千机伞，在荣耀新开的第十区重新投入游戏，开始了他重返巅峰的计划。,https://image.tmdb.org/t/p/w500/dFhhU5GknURkABEu0sEjCUQs7EE.jpg,,杨洋
我的男孩,2025,,tv,9,2020/7/8,罗小菲是一个希望被爱却都遇到不对的人，因而失去了去爱与被爱的勇气，在与安庆辉的互动中，找回自己最初该面对的人事物，从而宽恕、感恩、跟最亲近的人说对不起，也重现学会勇敢。安庆辉则是从学生身份的故事开始，接着进入社会历经人生转变。,https://image.tmdb.org/t/p/w500/1XZ8YcOt0op5A6XzDen202zOlIM.jpg,,张轩睿;林心如;杨谨华
怦然心动,2025,,movie,9,2020/2/16,布莱斯全家搬到小镇，邻家女孩朱丽前来帮忙。她对他一见钟情，心愿是获得他的吻。两人是同班同学，她一直想方设法接近他，但是他避之不及。她喜欢爬在高高的梧桐树上看风景。但因为施工，树被要被砍掉，她誓死捍卫，希望他并肩作战，但是他退缩了。她的事迹上了报纸，外公对她颇有好感，令他十分困惑。她凭借鸡下蛋的项目获得了科技展第一名，成了全场焦点，令他黯然失色。她把自家鸡蛋送给他，他听家人怀疑她家鸡蛋不卫生，便偷偷把鸡蛋丢掉。她得知真相，很伤心，两人关系跌入冰点。她跟家人诉说，引发争吵。原来父亲一直攒钱照顾傻弟弟，所以生活拮据。她理解了父母，自己动手，还得到了他外公的鼎力相助。他向她道歉，但是并未解决问题。他开始关注她。鸡蛋风波未平，家庭晚宴与午餐男孩评选又把两人扯在了一起……,https://image.tmdb.org/t/p/w500/9W9tsHcaK77r4xGmPjzPnjv12nw.jpg,,玛德琳·卡罗尔
送你一朵小红花,2025,,movie,8,2020/1/1,两个抗癌家庭，两组生活轨迹。影片讲述了一个温情的现实故事，思考和直面了每一个普通人都会面临的终极问题——想象死亡随时可能到来，我们唯一要做的就是爱和珍惜。,https://image.tmdb.org/t/p/w500/qV4kEuX3kgrse0TsnAnfA2gz0Wt.jpg,,易烊千玺;刘浩存
摩天大楼,2025,,tv,9,2020/1/1,该剧改编自作家陈雪的同名小说，讲述了在一幢摩天大楼中，美女店长钟美宝被害，两个警察联手破案，在抽丝剥茧之间发现了整栋大楼隐藏着匪夷所思的人际关系，发现原来每个人都有着不可告人的秘密，永远不要相信看到的表象。,https://image.tmdb.org/t/p/w500/tDqNYv2Qw7U2z9sLUXmnzPqwYpW.jpg,,杨子姗;郭涛;杨颖
镜子森林,2025,,tv,8.5,2019/12/1,《鏡子森林》，原劇名為《文化流氓》，2019年台灣職人劇，為民視年度旗艦型連續劇。本劇共分為三季，以新聞媒體生態為題材。本劇獲文化部106年度旗艦型連續劇製作補助6330萬元。於2018年11月30日...,https://img.wmdb.tv/movie/poster/1618655683742-960088.jpg,,杨谨华;郑人硕;林柏宏
想见你,2025,,tv,9.5,2019/10/5,黄雨萱永远记得，当王诠胜第一次跟她告白，跟她说他喜欢她，要她当他女朋友的时候，黄雨萱反问了他一个问题，为什么他会喜欢她，那时的王诠胜，就只是带着一切该是如此的笃定微笑，回答她了一句“因为打从我第一眼看到你的时候，我就知道，我喜欢你…”黄雨萱，记得很清楚那一天，是2011年的夏末，她升上大学二年级的第一天，那一年的她和他，都是十九岁。陈韵如永远记得，当李子维第一次跟她开口说话的时候，她坐在唱片行的柜台后，一边顾店，一边准备明年的大学联考，随着旋律，一个人默默地读著书。那一天店内，正在播放的歌曲，是伍佰在1996年所出的专辑爱情的尽头里的第六首歌 LAST DANCE。 陈韵如记得很清楚，那一天，是1998年的夏天，她的最后一个高中暑假，那一年的她和他，17岁。2019年的现在，因为走不出王诠胜离开的思念，黄雨萱试图用一款可以找到世界上另一个自己的APP软件，找到另一个与王诠胜相似的男人，不料在照片中，却看到了另一个长得与自己非常相似的陈韵如。1998年的过去，陈韵如从昏迷中醒来，在她昏迷的这几天，她做了一个好长好长的梦，梦里的她，名字叫做黄雨萱。,https://image.tmdb.org/t/p/w500/i7mnRRCpjEgTeh7zpaIwliQWSDI.jpg,,柯佳嬿;许光汉;颜毓麟
肖申克的救赎,2025,,movie,9,2019/9/10,一场谋杀案使银行家安迪（蒂姆?罗宾斯 Tim Robbins 饰）蒙冤入狱，谋杀妻子及其情人的指控将囚禁他终生。在肖申克监狱的首次现身就让监狱“大哥”瑞德（摩根?弗里曼 Morgan Freeman ...,https://img.wmdb.tv/movie/poster/1712575307374-341642.jpg,,蒂姆·罗宾斯;摩根·弗里曼
亲爱的，热爱的,2019,,tv,8.5,2019/7/9,该剧改编自墨宝非宝的小说《蜜汁炖鱿鱼》，讲述了软萌学霸佟年（杨紫 饰）对热血青年韩商言（李现 饰）一见钟情并甜蜜倒追，二人日常相处中甜蜜碰撞，在实现梦想的路上互相扶持，最终韩商言在佟年的陪伴与支持下，...,https://img.wmdb.tv/movie/poster/1615380463860-e3f382.jpg,,杨紫;李现
我们与恶的距离,2025,,tv,9,2019/1/1,品味新闻台编辑台主管宋乔安（贾静雯饰）的儿子是二年前李晓明无差别杀人事件的罹难者，先生刘昭国（温升豪饰）是网络先驱报的创办人，夫妻在儿子走后因现实磨难渐行渐远准备离婚，但11岁的女儿行为却日渐失序，为了女儿终逼二人必须重新检视自己身上的伤口。李晓明的辩护律师王赦（吴慷仁饰），在李晓明死刑定案之后，仍想要了解其犯罪动机，锲而不舍的他，开启了众人命运的连结。,https://image.tmdb.org/t/p/w500/lX2XIe6n6B4nFaGH1A6mbSOCXDs.jpg,,温升豪;贾静雯;吴慷仁
绿皮书,2018,,movie,9,2018/9/11,托尼（维果·莫腾森 Viggo Mortensen 饰）是一个吊儿郎当游手好闲的混混，在一家夜总会做侍者。这间夜总会因故要停业几个月，可托尼所要支付的房租和生活费不会因此取消，所以他的当务之急是去寻找...,https://img.wmdb.tv/movie/poster/1608075221872-6cgc41.jpg,,维果·莫腾森;·瓦莱隆加
忽而今夏,2025,,tv,9,2018/1/1,少女何洛机灵俏皮但功课欠佳，却不小心夸下海口要考入名校。意气飞扬的学霸章远看似自大高傲，但被何洛的锲而不舍打动，辅导她不断进步。两个人心意渐明，约定报考同一所大学，但阴差阳错，高考令他们分隔两座城市。他们不畏时空距离，满怀憧憬地一起规划未来。高中同班的一众好友，也各自经历成长中的种种磨砺与挑战。高考失利的章远急于证明自己，实现早日与何洛团聚的承诺，却在创业过程中一再受挫。不同的经历和心境让他和何洛产生分歧，相互深爱却渐行渐远。站在人生的岔路口，他们应该如何抉择？数年后事业有成却天各一方，再次重逢时，心中是否还有最初的悸动？一段绵延十年，隔山跨海的眷恋，带你重温青涩时光里的怦然心动，体会追逐梦想的奋力拼搏，回想记忆深处，最初爱过的那个人。,https://image.tmdb.org/t/p/w500/f0wQNQNJlOexhyEsalB23A222NO.jpg,,白宇;卜冠今
谁先爱上他的,2025,,movie,9,2018/1/1,妈妈刘三莲（谢盈萱 饰）离家多年的老公（陈如山 饰）过世不久，她发现先生不但一毛遗产都没留给她和宝贝独生子，反而全给一个叫阿杰（邱泽 饰）的男子！为了儿子（黄圣球 饰）的未来，三莲死缠烂打打算要回这笔钱。另一方面，获得遗产的阿杰，真爱失而复得却旋即又与他永别，尽管原配一家搅局，他决心要用自己的方法来纪念挚爱。,https://image.tmdb.org/t/p/w500/yE8sdfk1MMm7jNnpyLMPJ2iifW8.jpg,,谢盈萱;邱泽
你好，旧时光,2025,,tv,8.5,2017/11/8,余周周与妈妈相依为命。上小学的第一天，余周周因为一次跌倒结识了一个叫林杨的男孩。在林杨的帮助下，她度过了初期对学校的不适，两人也成为了好朋友。然而因为一些流言，林杨却被父母要求远离余周周。对于林杨的疏...,https://img.wmdb.tv/movie/poster/1609026515381-a3bb87.jpg,,李兰迪;张新成
最后的诗句,2025,,movie,8.5,2017/1/1,对于阿施来说，千禧年夏天是最美好的年代。他遇见青春绽放的晓萍，一同牵手走过那缤纷的年纪，写下生命之诗的开头。面对未来的不确定性，两人总是乐观且有计画性的面对。  直至一次阿施父亲到军营中的探访，改变了长久相处的共识，陷落○六年那躁动不安的时代氛围中。出社会后，现实的压力却磨损了原本美好的爱情，使阿施的离去成为不得不的现实，阿施与晓萍在豔阳下相爱，在日落时分开，再拥抱已是四年的时光飞逝，两人清澈的双眸已被岁月折磨地悄然黯淡，距离当年灿烂的身影已越发遥远……。历经波折后的重逢，能使他们再念起那首描述岁月静好的生命之诗吗？,https://image.tmdb.org/t/p/w500/msG010lNzOK2ntHpKwXZtkgNXae.jpg,,温贞菱;傅孟柏
